Id,Identifier,Brand,Name,Model,Alias,Announced,Year,Body type,Resolution,Max resolution,Other resolutions,Image ratio (w:h),Effective pixels (MP),Mp Total,Crop Factor,Pixel Pitch,Sensor name,Sensor size (mm),Sensor photo detectors (MP),Sensor Height,Sensor Width,Sensor type,Processor,ISO,Boosted ISO (min),Boosted ISO (max),Custom white balance,White balance presets,Custom white balance slots,Image stabilization,Uncompressed format,JPEG quality levels,Autofocus,Digital zoom,Manual focus,Number of focus points,Lens mount,Focal length multiplier,Articulated LCD,Screen size (Zoll),Screen Resolution,Touch screen,Screen type,Live view,Viewfinder type,Viewfinder coverage,Viewfinder magnification,Minimum shutter speed (sec),Maximum shutter speed (sec),Aperture priority,Shutter priority,Min Shutter Speed,Max Shutter Speed,Manual exposure mode,Subject / scene modes,Built-in flash,External flash,Flash modes,Continuous drive (fps),Self-timer,Metering modes,Exposure compensation,AE Bracketing,WB Bracketing,Microphone,Storage types,Storage included,USB,HDMI,Video,Max Video Resolution,Wireless,Remote control,Environmentally sealed,Battery,Battery description,Battery Life (CIPA),Weight in gram (inc. batteries),Dimensions,Orientation sensor,Timelapse recording,GPS,Wikipedia Link,ImageUrl
Q115858,sony_nex5n,Sony,Sony Alpha NEX-5N,Alpha NEX-5N,,2011-08-24T00:00:00Z,2011,Rangefinder-style mirrorless,,4912 x 3264,"4912 x 2760, 3568 x 2368, 3568 x 2000, 2448 x 1624, 2448 x 1376","0,126575926",16,,,,APS-C ,23.4 x 15.6,0,,,CMOS,Bionz,"Auto, 100, 200, 400, 800, 1600, 3200, 6400, 12800, 25600",,0,Yes,6,0,No,RAW,"Fine, Standard",Contrast Detect (sensor)Multi-areaSelective single-pointSingleContinuousLive View,No,Yes,25,Sony E,42856,Tilting,3,920000,Yes,"Tilt Up 80???ø, Down 45???ø TFT LCD",Yes,Electronic (optional),,0,30,767011,Yes,Yes,,,Yes,Yes,No,Yes (Accessory Port),"Auto, On, Off, Red-Eye, Slow Sync, Rear Curtain, Fill-in",10,"Yes (2 or 10 sec, 10sec (3 images))",,±3 (at 1/3 EV steps),,No,Stereo,"SD/ SDHC/SDXC, Memory Stick Pro Duo/ Pro-HG Duo",None,USB 2.0,Yes,,,,"Yes (Yes, by optional RMT-DSLR1)",No,Battery Pack,Lithium-Ion NPFW50 rechargeable battery & charger,460,269,111 x 59 x 38,Yes,No,No,https://en.wikipedia.org/wiki/Sony_Alpha_NEX-5N,https://upload.wikimedia.org/wikipedia/commons/f/fb/Sony_Alpha_NEX-5N_-_08.JPG
Q1186048,sony_slta55,Sony,Sony Alpha 55,SLT-A55,,2010-08-24T00:00:00Z,2010,Compact SLR,,4912 x 3264,"3568 x 2368, 3568 x 2368, 2448 x 1624, 2448 x 1376","0,126575926",16,,,,APS-C ,23.5 x 15.6,17,,,CMOS,Bionz,"Auto, 100, 200, 400, 800, 1600, 3200, 6400, 12800, (25600 with boost)",,25600,Yes ,6,1,Sensor-shift,RAW,"Fine, Normal",Phase DetectMulti-areaSelective single-pointSingleContinuousFace DetectionLive View,No,Yes,15,Sony/Minolta Alpha,42856,Fully articulated,3,921000,No,,Yes,Electronic,1,42736,30,767011,Yes,Yes,,,Yes,Yes,Yes,"Yes (Hot-shoe, Wireless)","Auto, On, Off, Red-Eye, Slow Sync, High Speed Sync, Rear Curtain, Fill-in, Wireless",10,Yes (2 or 10 sec),,±2 (at 1/3 EV steps),"(3 frames at 1/3 EV, 2/3 EV steps)",Yes (Lo 10 mired or Hi 20 mired),Stereo,SD/SDHC/SDXC/Memory Stick Pro Duo/ Pro-HG Duo,,USB 2.0,Yes,,,,Yes (Optional),No,Battery Pack,Rechargeable NP-FW50 battery & charger,0,500,124 x 92 x 85,Yes,,Built-in,https://en.wikipedia.org/wiki/Sony_Alpha_55,https://upload.wikimedia.org/wikipedia/commons/e/ec/Sony_SLT-A55_02s5.jpg
Q1192486,sony_dslra200,Sony,Sony Alpha 200,Alpha DSLR-A200,,2008-01-07T00:00:00Z,2008,Compact SLR,,3872 x 2592,"3872 x 2176, 2896 x 1936, 2896 x 1632, 1920 x 1280, 1920 x 1088",,10,,,,APS-C ,23.6 x 15.8,11,,,CCD,,"Auto, 100, 200, 400, 800, 1600, 3200",,0,Yes,6,0,Unknown,RAW,"Fine, Standard",Phase DetectMulti-areaCenterSelective single-pointSingleContinuous,No,Yes,9,Sony/Minolta Alpha,42856,No,42918,230000,No,,No,Optical (pentamirror),"0,95",0.83,30,767011,Yes,Yes,,,,,Yes,"Yes (Hot-shoe, Wireless)","Auto, Red-Eye, Slow, Red-Eye Slow, Rear curtain, wireless",3,Yes (2 or 10 sec),,±2 (at 1/3 EV steps),,,None,Compact Flash,None,USB 2.0,No,,,,Yes (Wired or wirelss (optional)),No,Battery Pack,,0,572,131 x 99 x 71,Yes,No,,https://en.wikipedia.org/wiki/Sony_Alpha_200,https://upload.wikimedia.org/wikipedia/commons/0/0b/Sony_alpha_200.jpg
Q1192599,pentax_k20d,Pentax,Pentax K20D,K20D,,2008-01-23T00:00:00Z,2008,Mid-size SLR,,4672 x 3104,"3872 x 2592, 3008 x 2000, 1824 x 1216","0,126388889",15,,,,APS-C ,23.4 x 15.6,15,,,CMOS,,"Auto, 100 - 3200 in 1EV, 1/2 EV or 1/3 EV stops, ISO 6400 as option",,6400,Yes,8,0,Sensor-shift,RAW,"Normal, Fine, Superfine",Phase DetectMulti-areaSelective single-pointSingleContinuous,No,Yes,11,Pentax KAF2,42856,No,42918,230000,No,,Yes,Optical (pentaprism),"0,95",0.95,30,767011,Yes,Yes,,,,,Yes,"Yes (Hot-shoe, Wireless)","Auto, Red-Eye, Slow, Red-Eye Slow, Rear curtain, wireless",3,Yes (2 or 10 sec),,"±3 (at 1/3 EV, 1/2 EV steps)",,,None,SD/MMC/SDHC card,None,USB 2.0,No,,,,Yes,Yes (Weather and dust resistant),Battery Pack,Lithium Ion (D-LI50) & charger,0,800,142 x 101 x 70,Yes,Yes (IR optional),No,https://en.wikipedia.org/wiki/Pentax_K20D,https://upload.wikimedia.org/wikipedia/commons/6/65/Pentax_K20D_img_1255.jpg
Q1192626,sony_dslra700,Sony,Sony Alpha 700,Alpha DSLR-A700,,2007-09-06T00:00:00Z,2007,Mid-size SLR,,4272 x 2848,"3104 x 2064, 2128 x 1424","0,126575926",12,,,,APS-C ,23.5 x 15.6,13,,,CMOS,,"Auto, 100, 200, 400, 800, 1600, (up to 6400)",,0,Yes,7,0,Sensor-shift,RAW,"Extra Fine, Fine, Standard",Phase DetectMulti-areaSelective single-pointSingleContinuous,No,Yes,11,Sony/Minolta Alpha,42856,No,3,920000,No,,No,Optical (pentaprism),"0,95",0.9,30,2227981,Yes,Yes,,,,,Yes,"Yes (Hot-shoe, Wireless plus Sync connector)","Auto, Fill-in, Red-Eye reduction, Slow Sync, rear curtain, Off",5,Yes (2 or 10 sec),,"±3 (at 1/3 EV, 1/2 EV, 2/3 EV steps)",,,None,"Compact Flash (Type I or II), Memory Stick Duo / Pro Duo",None,USB 2.0,Yes,,,,Yes (Wire (Optional)),No,Battery Pack,Lithium-Ion (NP-FM500H)  & charger,0,768,142 x 105 x 80,Yes,No,No,https://en.wikipedia.org/wiki/Sony_Alpha_700,https://upload.wikimedia.org/wikipedia/commons/7/70/DSLR-A700-Tamron11-18.jpeg
Q1193055,sony_dslra350,Sony,Sony Alpha 350,Alpha DSLR-A350,,2008-01-30T00:00:00Z,2008,Compact SLR,,4592 x 3056,"4592 x 2576, 3408 x 2272, 3408 x 1920, 2288 x 1520, 2288 x 1280","0,126575926",14,,,,APS-C ,23.6 x 15.8,15,,,CCD,,"Auto, 100, 200, 400, 800, 1600, 3200",,0,Yes,6,0,Sensor-shift,RAW,"Fine, Standard",Phase DetectMulti-areaCenterSelective single-pointSingleContinuousLive View,No,Yes,9,Sony/Minolta Alpha,42856,Tilting,42918,230000,No,,Yes,Optical (pentamirror),"0,95",0.74,30,767011,Yes,Yes,,,,,Yes,"Yes (Hot-shoe, Wireless)","Auto, Red-Eye, Slow, Red-Eye Slow, Rear curtain, wireless",3,Yes (2 or 10 sec),,±2 (at 1/3 EV steps),,,None,"Compact Flash (Type I or II), Memory Stick Duo / Pro Duo, UDMA Mode 5, Supports FAT12 / FAT16 / FAT32",None,USB 2.0,No,,,,Yes (Wired or wirelss (optional)),No,Battery Pack,,0,674,131 x 99 x 75,Yes,No,No,https://en.wikipedia.org/wiki/Sony_Alpha_350,https://upload.wikimedia.org/wikipedia/commons/1/1e/Sony_a_350_with_18-70_kitlens.JPG
Q1193074,oly_e3,Olympus,Olympus E-3,E-3,,2007-10-16T00:00:00Z,2007,Mid-size SLR,,3648 x 2736,"3200 x 2400, 2560 x 1920, 1600 x 1200, 1280 x 960, 1024 x 768, 640 x 480","0,16875",10,,,,Four Thirds ,17.3 x 13,12,,,CMOS,TruePic III,"Auto, 100, 125, 160, 200, 250, 320, 400, 500, 640, 800, 1000, 1250, 1600, 2000, 2500, 3200",,0,Yes,8,0,Sensor-shift,RAW,"Standard, High, Super High",Phase DetectMulti-areaSelective single-pointSingleContinuous,No,"Yes (lens focus by wire, direct Focus with SWD Lens)",11,Four Thirds,2,Fully articulated,42857,230000,No,,Yes,Optical (pentaprism),1,42005,60,2227981,Yes,Yes,,,,,Yes,"Yes (Hot-shoe, Wireless plus sync connector)","Auto, Auto FP, Manual, Red-Eye",5,Yes (2 or 12 sec),,"±5 (at 1/3 EV, 1/2 EV, 1 EV steps)",,,None,"Compact Flash (Type I or II), xD Picture Card",None,USB 2.0,No,,,,Yes (Wire/ InfraRed),Yes,Battery Pack,Lithium-Ion rechargeable,0,890,142 x 116 x 75,Yes,No,No,https://en.wikipedia.org/wiki/Olympus_E-3,https://upload.wikimedia.org/wikipedia/commons/d/d9/Olympus_E-3_IMG_0664-2.jpg
Q1193780,oly_e400,Olympus,Olympus E-400,E-400,EVOLT E-400,2006-09-14T00:00:00Z,2006,Compact SLR,,3648 x 2736,"3200 x 2400, 2560 x 1920, 1600 x 1200, 1280 x 960, 1024 x 768, 640 x 480","0,16875",10,,,,,,11,,,CCD,,"Auto, 100, 200, 400, 800, 1600",,0,Yes,8,0,No,RAW,"Standard, High, Super High",Phase DetectMulti-areaSelective single-pointSingleContinuous,No,Yes (lens focus by wire),3,Four Thirds,2,,42857,215000,No,,No,Optical (pentamirror),"0,95",0.92,60,767011,Yes,Yes,,,,,Yes,Yes (Olympus hot-shoe),"Auto, Auto FP, Manual, Red-Eye",3,Yes (2 or 12 sec),,±5 (at 1/3 EV steps),,,,"Compact Flash (Type I or II), xD Picture Card",None,USB 2.0,No,,,,Yes (Wire/ InfraRed),No,Battery Pack,Lithium-Ion rechargeable,0,435,130 x 91 x 53,Yes,No,,https://en.wikipedia.org/wiki/Olympus_E-400,https://upload.wikimedia.org/wikipedia/commons/a/a7/Oly_e_400_voorkant.jpg
Q1194070,pentax_kx,Pentax,Pentax K-x,K-x,,2009-09-17T00:00:00Z,2009,Compact SLR,,4288 x 2848,"3936 x 2684, 3072 x 2048, 1728 x 1152","0,126388889",12,,,,APS-C ,23.6 x 15.8,13,,,CMOS,Prime,"Auto, 200, 400, 800, 1600, 3200, 6400 (100-12800 with boost)",100,12800,Yes ,9,3,Sensor-shift,RAW,"Best, Better, Good",Contrast Detect (sensor)Phase DetectMulti-areaSelective single-pointSingleContinuousFace DetectionLive View,No,Yes,11,Pentax KAF2,42856,Fixed,42918,230000,No,TFT LCD monitor,Yes,Optical (pentamirror),"0,96",0.85,30,1497496,Yes,Yes,,,Yes,Yes,Yes,"Yes (Hot-shoe, Wireless)","Auto, On, Off, Red-Eye, Slow Sync, Rear curtain, Wireless",42920,Yes (2 or 12 sec),,"±3 (at 1/3 EV, 1/2 EV steps)","±1.5 (3 frames at 1/3 EV, 1/2 EV steps)",No,Mono,SD/SDHC card,None,USB 2.0,No,,,,"Yes (Optional, wired or wireless)",No,Battery Pack,"4 x AA  batteries (Lithium, Alkaline or Ni-MH)",1900,580,123 x 92 x 68,Yes,No,No,https://en.wikipedia.org/wiki/Pentax_K-x,https://upload.wikimedia.org/wikipedia/commons/d/de/Pentax_K-x_IMG_2159.jpg
pentax_optiols465,pentax_optiols465,Pentax,Pentax Optio LS465,Optio LS465,,,2012,,4928 x 3264,,,,16,0,18994,30042,,23.7 x 15.7 mm,,15.70,23.70,CMOS,,"Auto, 100 to 12800, in 1, 1/2, 1/3 EV steps 25600 Extended)",,,,9,,,,,,,Yes,,,,,3,921,,,,Optical (pentaprism),,,,,Yes,Yes,30,1497496,,,Yes,Yes,,,,,"5 EV (in 1/3 EV, 1/2 EV steps)",,,,SD/SDHC/SDXC,,USB 2.0 ,,,,,,,Lithium-Ion D-LI109 rechargeable battery,,,650,130 x 97 x 71,,,,,
Q1194303,oly_e520,Olympus,Olympus E-520,E-520,EVOLT E-520,2008-05-13T00:00:00Z,2008,Compact SLR,,3648 x 2736,"3200 x 2400, 2560 x 1920, 1600 x 1200, 1280 x 960, 1024 x 768, 640 x 480","0,16875",10,,,,Four Thirds ,17.3 x 13,12,,,CMOS,,"Auto, 100, 200, 400, 800, 1600",,0,Yes,8,0,Sensor-shift,RAW,"Standard, High, Super High",Contrast Detect (sensor)Phase DetectMulti-areaSelective single-pointContinuousFace DetectionLive ViewLive View,No,Yes (lens focus by wire),3,Four Thirds,2,No,42918,230000,No,,Yes,Optical (pentamirror),"0,95",0.92,60,767011,Yes,Yes,,,,,Yes,"Yes (Hot-shoe, Wireless)","Auto, Auto FP, Manual, Red-Eye",42858,Yes (2 or 12 sec),"Multi, Center-weighted, Spot",±5 (at 1/3 EV steps),,,None,"Compact Flash (Type I or II), xD Picture Card",None,USB 2.0,No,,,,Yes (InfraRed (optional)),No,Battery Pack,Lithium-Ion rechargeable,0,552,136 x 92 x 68,Yes,No,,https://en.wikipedia.org/wiki/Olympus_E-520,https://upload.wikimedia.org/wikipedia/commons/a/ad/Olympus_E-520_EZ1442_Front.jpg
oly_e600,oly_e600,Olympus,Olympus E-600,E-600,EVOLT E-600,2009-08-30T00:00:00Z,2009,Compact SLR,,4032 x 3024,"3200 x 2400, 1600 x 1200, 1280 x 960, 1024 x 768, 640 x 480","0,16875",12,,,,Four Thirds ,17.3 x 13,13,,,CMOS,TruePic III+,"Auto, 100, 125, 160, 200, 250, 320, 400, 500, 640, 800, 1000, 1600, 2000, 2500, 3200",,0,Yes ,8,1,Sensor-shift,RAW,"Standard, High, Super High",Contrast Detect (sensor)Phase DetectMulti-areaSelective single-pointSingleContinuousFace DetectionLive View,No,Yes,7,Four Thirds,2,Fully articulated,42918,230000,No,HyperCrystal LCD,Yes,Optical (pentamirror),"0,95",0.96,60,767011,Yes,Yes,,,Yes,Yes,Yes,"Yes (Hot-shoe, Wireless)","Auto, On, Off, Red-Eye, Slow Sync, Front curtain, Rear curtain, Fill-in, Manual",4,Yes (2 or 12 sec),,±5 (at 1/3 EV steps),"(3, 5 frames at 1/3 EV, 1/2 EV, 2/3 EV, 1 EV steps)","Yes (3 frames in 2, 4, 6 steps selectable in either blue/amber or magenta/green axis)",None,"Compact Flash (Type I or II), xD Picture Card",None,USB 2.0,No,,,,No,No,Battery Pack,Lithium-Ion BLS-1 rechargeable battery & charger,500,515,130 x 94 x 60,Yes,,No,https://en.wikipedia.org/wiki/Olympus_E-620,
Q1196011,nikon_d70,Nikon,Nikon D70,D70,,2004-01-28T00:00:00Z,2004,Mid-size SLR,,3008 x 2000,"2240 x 1488, 1504 x 1000","0,126388889",6,,,,APS-C ,23.7 x 15.5,6,,,CCD,,"Auto, 200 - 1600",,0,Yes,6,0,No,RAW,"Fine, Normal, Basic",Phase DetectMulti-areaSelective single-pointSingleContinuous,No,Yes,0,Nikon F,42856,No,42948,130000,No,,No,Optical (pentamirror),"0,95",0.75,30,2227981,Yes,Yes,,,,,Yes,"Yes (Hot-shoe, Wireless)","Auto, On, Off, Front curtain, Rear curtain, Red-Eye, Slow Sync",3,Yes (2 to 20 sec),"Multi, Center-weighted, Spot","±5 (at 1/3 EV, 1/2 EV steps)",,,None,Compact Flash (Type I or II),None,USB 1.0,No,,,,Yes (Optional (ML-L3)),No,Battery Pack,Nikon EN-EL3 Lithium-Ion & charger included,0,679,140 x 111 x 78,Yes,No,No,https://en.wikipedia.org/wiki/Nikon_D70,https://upload.wikimedia.org/wikipedia/commons/3/3b/Nikon_D70_with_35mm_f2.jpg
Q1196011,nikon_d70s,Nikon,Nikon D70,D70s,,2005-04-20T00:00:00Z,2005,Mid-size SLR,,3008 x 2000,"2240 x 1488, 1504 x 1000","0,126388889",6,,,,APS-C ,23.7 x 15.5,6,,,CCD,,"Auto, 200 - 1600",,0,Yes,6,0,No,RAW,"Fine, Normal, Basic",Phase DetectMulti-areaSelective single-pointSingleContinuous,No,Yes,0,Nikon F,42856,No,2,130000,No,,No,Optical (pentaprism),"0,95",0.75,30,2227981,Yes,Yes,,,,,Yes,"Yes (Hot-shoe, Wireless)","Auto, On, Off, Front curtain, Rear curtain, Red-Eye, Slow Sync",3,Yes (2 to 20 sec),,"±5 (at 1/3 EV, 1/2 EV steps)",,,None,Compact Flash (Type I or II),None,USB 1.0,No,,,,Yes (Optional (ML-L3 or MC-DC1)),No,Battery Pack,Nikon EN-EL3a Lithium-Ion & charger included,0,679,140 x 111 x 78,Yes,No,No,https://en.wikipedia.org/wiki/Nikon_D70,https://upload.wikimedia.org/wikipedia/commons/3/3b/Nikon_D70_with_35mm_f2.jpg
Q1202054,nikon_d1,Nikon,Nikon D1,D1,,1999-06-15T00:00:00Z,1999,Large SLR,,2000 x 1312,n/a,"0,126388889",3,,,,APS-C ,23.7 x 15.5,3,,,CCD,,"200, 400, 800, 1600",,0,Yes,6,0,No,Unknown,"Fine, Normal, Basic",Phase DetectMulti-areaSelective single-pointSingleContinuous,No,Yes,0,Nikon F,42856,No,2,130000,No,,No,Optical (pentaprism),"0,96",0.8,30,1/16000,Yes,Yes,,,,,No,Yes (Hot-shoe plus Sync connector),"Front curtain, Rear curtain, Red-Eye, Slow, Red-Eye Slow",42859,Yes (2 to 20 sec),,"±5 (at 1/3 EV, 1/2 EV steps)",,,None,Compact Flash (Type I or II),None,,No,,,,Yes,No,Battery Pack,,0,1200,157 x 153 x 85,No,No,,https://en.wikipedia.org/wiki/Nikon_D1,https://upload.wikimedia.org/wikipedia/commons/9/94/Nikon_D1_8373.jpg
Q1202247,oly_e30,Olympus,Olympus E-30,E-30,,2008-11-05T00:00:00Z,2008,Mid-size SLR,,4032 x 3024,"3200 x 2400, 1600 x 1200, 1280 x 960, 1024 x 768, 640 x 480","1:1, 5:4, 4:3, 3:2, 16:9",12,,,,Four Thirds ,17.3 x 13,13,,,CMOS,TruePic III+,"Auto (200-3200), 100, 125, 160, 200, 250, 320, 400, 500, 640, 800, 1000, 1600, 2000, 2500, 3200",,0,Yes ,7,1,Sensor-shift,RAW,"Standard, High, Super High",Contrast Detect (sensor)Phase DetectMulti-areaSelective single-pointSingleContinuousFace DetectionLive View,No,Yes,11,Four Thirds,2,Fully articulated,42918,230000,No,HyperCrystal II LCD,Yes,Optical (pentaprism),"0,98",42767,60,2227981,Yes,Yes,,,Yes,Yes,Yes,"Yes (Hot-shoe, Wireless)","Auto, Manual, Fill, Red-eye reduction, Slow sync with red-eye reduction, Slow sync, Slow sync 2nd curtain, Off",5,Yes (12 or 2 sec),"Multi, Center-weighted, Spot","±5 (at 1/3 EV, 1/2 EV, 1 EV steps)","(3, 5 frames at 1/3 EV, 1/2 EV, 2/3 EV, 1 EV steps)","Yes (3 frames in 2, 4, 6 steps selectable in either blue/amber or magenta/green axis)",None,Compact Flash (Type I or II) / xD Picture Card,None,USB 2.0,No,,,,Yes (Optional RM-UC1),No,Battery Pack,BLM-1 Lithium-Ion rechargeable battery,750,695,142 x 108 x 75,Yes,,No,https://en.wikipedia.org/wiki/Olympus_E-30,https://upload.wikimedia.org/wikipedia/commons/9/9a/Olympus_E-30_with_ZD_14-54mm_f2.8-3.5II_01.JPG
Q1202263,oly_e620,Olympus,Olympus E-620,E-620,EVOLT E-620,2009-02-24T00:00:00Z,2009,Compact SLR,,4032 x 3024,"3200 x 2400, 1600 x 1200, 1280 x 960, 1024 x 768, 640 x 480","4:3, 3:2, 16:9",12,,,,Four Thirds ,17.3 x 13,13,,,CMOS,TruePic III+,"Auto (200-3200), 100, 125, 160, 200, 250, 320, 400, 500, 640, 800, 1000, 1600, 2000, 2500, 3200",,0,Yes ,8,1,Sensor-shift,RAW,"Standard, High, Super High",Contrast Detect (sensor)Phase DetectMulti-areaSelective single-pointSingleContinuousFace DetectionLive View,No,Yes,7,Four Thirds,2,Fully articulated,42918,230000,No,HyperCrystal LCD,Yes,Optical (pentamirror),"0,95",0.96,60,767011,Yes,Yes,,,Yes,Yes,Yes,"Yes (Hot-shoe, Wireless)","Auto, On, Off, Red-Eye, Slow Sync, Front curtain, Rear curtain, Fill-in, Manual",4,Yes (2 or 12 sec),,±5 (at 1/3 EV steps),"(3 frames at 1/3 EV, 1/2 EV, 2/3 EV, 1 EV steps)","Yes (3 frames in 2, 4, 6 steps selectable in either blue/amber or magenta/green axis)",None,"Compact Flash (Type I or II), xD Picture Card",None,USB 2.0,No,,,,No,No,Battery Pack,Lithium-Ion BLS-1 rechargeable battery & charger,500,500,130 x 94 x 60,Yes,,No,https://en.wikipedia.org/wiki/Olympus_E-620,https://upload.wikimedia.org/wikipedia/commons/2/2b/Olympus_E-620.jpg
Q12042584,oly_epm1,Olympus,Olympus PEN E-PM1,PEN E-PM1,,2011-06-30T00:00:00Z,2011,Rangefinder-style mirrorless,,4032 x 3024,"3200 x 2400, 2560 x 1920,  1600 x 1200, 1280 x 960, 1024 x 768, 640 x 480","0,16875",12,,,,Four Thirds ,17.3 x 13,13,,,CMOS,TruePic VI,"Auto (200 - 1600), 100, 200, 400, 800, 1600, 3200, 6400, 12800",,0,Yes ,8,1,Sensor-shift,RAW,,Contrast Detect (sensor)Multi-areaSelective single-pointTrackingSingleContinuousFace DetectionLive View,No,Yes,35,Micro Four Thirds,2,Fixed,3,460000,No,HyperCrystal LCD AR(Anti-Reflective) coating,Yes,Electronic (optional),,0,60,767011,Yes,Yes,,,Yes,Yes,No,"Yes (Clip-on FL-LM1 included, Hot-shoe)","Auto, On, Off, Red-Eye, Fill-in, Slow Sync, Manual (3 levels)",42860,Yes (2 or 12 sec),,"±3 (at 1/3 EV, 1/2 EV, 1 EV steps)","(2, 3, 5, 7 frames at 1/3 EV, 1/2 EV, 2/3 EV, 1 EV steps)","Yes (3 frames in 2, 4, 6 steps selectable in either blue/amber or magenta/green axis)",Stereo,SD/SDHC/SDXC,,USB 2.0,Yes,,,,Yes (Optional RM-UC1),No,Battery Pack,Lithium-Ion BLS-5 rechargeable battery & charger,330,265,110 x 64 x 34,No,No,No,https://en.wikipedia.org/wiki/Olympus_PEN_E-PM1,https://upload.wikimedia.org/wikipedia/commons/e/e5/Olympus_E-PM1_%2B_BCL-15.jpg
oly_epm2,oly_epm2,Olympus,Olympus PEN E-PM2,PEN E-PM2,,2012-09-17T00:00:00Z,2012,Rangefinder-style mirrorless,,4608 x 3456,"2560 x 1920, 1024 x 768","0,16875",16,,,,Four Thirds ,17.3 x 13,17,,,CMOS,,"Auto (200 - 1600), 100, 200, 400, 800, 1600, 3200, 6400, 12800, 16000, 20000, 25600",,0,Yes ,8,1,Sensor-shift,RAW,,Contrast Detect (sensor)Multi-areaSelective single-pointTrackingSingleContinuousTouchFace DetectionLive View,No,Yes,35,Micro Four Thirds,2,Fixed,3,460000,Yes,,Yes,Electronic (optional),,0,60,767011,Yes,Yes,,,Yes,Yes,No,"Yes (Clip-on FL-LM1 included, Hot-shoe)","Auto, On, Off, Red-Eye, Fill-in, Slow Sync, Manual (3 levels)",8,Yes (2 or 12 sec),,"±3 (at 1/3 EV, 1/2 EV, 1 EV steps)","(2, 3, 5, 7 frames at 1/3 EV, 1/2 EV, 2/3 EV, 1 EV steps)","Yes (3 frames in 2, 4, 6 steps selectable in either blue/amber or magenta/green axis)",Stereo,SD/SDHC/SDXC,,USB 2.0,Yes,,,,Yes (Optional RM-UC1),No,Battery Pack,Lithium-Ion BLS-5 rechargeable battery & charger,360,269,110 x 64 x 34,Yes,No,No,https://en.wikipedia.org/wiki/Olympus_PEN_E-PM2,
olympus_aira01,olympus_aira01,Olympus,Olympus Air A01,Air A01,,,2015,,4608 x 3456,,,,42871,17.2,2,27089,,Four Thirds (17.3 x 13 mm),,13.00,17.30,CMOS,,"Auto, 200-12800",,,,6,,,,,,,Yes,,,,,,,,,,None,,,,,Yes,Yes,4,1/16000,,,No,No,,,,,"5 EV (in 1/3 EV, 1/2 EV, 1 EV steps)",,,,microSD/SDHC/SDXC/UHS-I,,USB 2.0 ,No,Yes,1920x1080 (30p),Yes,,,Built-in Li-ion battery,,,147,56.9 x 57.1 x 43.6,,,No,,
olympus_em1ii,olympus_em1ii,Olympus,Olympus OM-D E-M1 Mark II,OM-D E-M1 Mark II,,2016-09-19T00:00:00Z,2016,SLR-style mirrorless,,5184 x 3888,,"0,16875",20,,,,Four Thirds ,17.4 x 13,22,,,CMOS,TruePic VIII,"Auto, 200-25600 (expands down to 64)",64,0,Yes ,7,4,Sensor-shift,RAW,,Contrast Detect (sensor)Phase DetectMulti-areaCenterSelective single-pointTrackingSingleContinuousTouchFace DetectionLive View,,,121,Micro Four Thirds,2,Fully articulated,3,1037000,Yes,TFT LCD,Yes,Electronic,1,0.74,60,2227981,Yes,Yes,,,Yes,No,No,Yes (via hot shoe or flash sync port),"Redeye, Fill-in, Flash Off, Red-eye Slow sync.(1st curtain), Slow sync.(1st curtain), Slow sync.(2nd curtain), Manual",60,"Yes (2 or 12 secs, custom)",,"±5 (at 1/3 EV, 2/3 EV, 1 EV steps)","±5 (2, 3, 5, 7 frames at 1/3 EV, 2/3 EV, 1 EV steps)",Yes,Stereo,Dual SD/SDHC/SDXC slots,,USB 3.0,Yes,,,,Yes (wired or via smartphone),Yes,Battery Pack,BLH-1 lithium-ion battery & charger,0,574,134 x 91 x 67,Yes,Yes,No,https://en.wikipedia.org/wiki/Olympus_OM-D_E-M5_Mark_II,
Q1322481,oly_e1,Olympus,Olympus E-1,E-1,,2003-06-24T00:00:00Z,2003,Large SLR,,2560 x 1920,"1600 x 1200, 1280 x 960, 1024 x 768, 640 x 480","0,16875",5,,,,Four Thirds ,17.3 x 13,6,,,CCD,,"Auto, 100, 200, 400, 800, 1600*, 3200*",,0,Yes,12,0,No,RAW,"Standard, High, Super High",Phase DetectMulti-areaSelective single-pointSingleContinuous,No,Yes (lens focus by wire),3,Four Thirds,2,No,42948,134000,No,,No,Optical (pentaprism),1,0.96,60,767011,Yes,Yes,,,,,No,"Yes (Olympus hot-shoe, PC Sync)","Auto, Auto FP, Manual, Red-Eye",3,Yes (2 or 12 sec),,"±5 (at 1/3 EV, 1/2 EV, 1 EV steps)",,,None,Compact Flash (Type I or II),None,USB 2.0,No,,,,Yes (Wire/ InfraRed),Yes,Battery Pack,,0,735,141 x 104 x 81,No,No,,https://en.wikipedia.org/wiki/Olympus_E-1,https://upload.wikimedia.org/wikipedia/commons/9/9a/E-1_vorne.jpg
