Id,Identifier,Brand,Name,Model,Alias,Announced,Year,Body type,Resolution,Max resolution,Other resolutions,Image ratio (w:h),Effective pixels (MP),Mp Total,Crop Factor,Pixel Pitch,Sensor name,Sensor size (mm),Sensor photo detectors (MP),Sensor Height,Sensor Width,Sensor type,Processor,ISO,Boosted ISO (min),Boosted ISO (max),Custom white balance,White balance presets,Custom white balance slots,Image stabilization,Uncompressed format,JPEG quality levels,Autofocus,Digital zoom,Manual focus,Number of focus points,Lens mount,Focal length multiplier,Articulated LCD,Screen size (Zoll),Screen Resolution,Touch screen,Screen type,Live view,Viewfinder type,Viewfinder coverage,Viewfinder magnification,Minimum shutter speed (sec),Maximum shutter speed (sec),Aperture priority,Shutter priority,Min Shutter Speed,Max Shutter Speed,Manual exposure mode,Subject / scene modes,Built-in flash,External flash,Flash modes,Continuous drive (fps),Self-timer,Metering modes,Exposure compensation,AE Bracketing,WB Bracketing,Microphone,Storage types,Storage included,USB,HDMI,Video,Max Video Resolution,Wireless,Remote control,Environmentally sealed,Battery,Battery description,Battery Life (CIPA),Weight in gram (inc. batteries),Dimensions,Orientation sensor,Timelapse recording,GPS,Wikipedia Link,ImageUrl
Q4045740,oly_epl1s,Olympus,Olympus PEN E-PL1,PEN E-PL1s,,2010-11-16T00:00:00Z,2010,Rangefinder-style mirrorless,,4032 x 3024,"3200 x 2400, 2560 x 1920,  1600 x 1200, 1280 x 960, 1024 x 768, 640 x 480","4:3, 3:2, 16:9",12,,,,Four Thirds ,17.3 x 13,13,,,CMOS,Truepic V,"Auto ISO (200 - 6400), Manual ISO (100 - 6400), 1/3 or 1 EV steps",,0,Yes ,8,1,Sensor-shift,RAW,,Contrast Detect (sensor)Multi-areaSelective single-pointTrackingSingleContinuousFace DetectionLive View,No,Yes,11,Micro Four Thirds,2,Fixed,42918,230000,No,HyperCrystal LCD AR (Anti-Reflective) coating,Yes,Electronic (optional),,0,60,36526,Yes,Yes,,,Yes,Yes,Yes,Yes (Hot-shoe),"Auto, On, Off, Red-Eye, Fill-in, Slow Sync, Manual (3 levels)",3,Yes (2 or 12 sec),,"±3 (at 1/3 EV, 1/2 EV, 1 EV steps)","±3 (3 frames at 1/3 EV, 1/2 EV, 1 EV steps)","Yes (3 frames in 2, 4, 6 steps selectable in either blue/amber or magenta/green axis)",Stereo,SD/SDHC,,USB 2.0,Yes,,,,No,No,Battery Pack,Lithium-Ion BLS-1 rechargeable battery & charger,290,334,115 x 72 x 42,No,No,No,https://en.wikipedia.org/wiki/Olympus_PEN_E-PL1,
Q4046596,pentax_istdl2,Pentax,Pentax *ist DL2,*ist DL2,,2006-01-27T00:00:00Z,2006,Mid-size SLR,,3008 x 2008,"2400 x 1600, 1536 x 1024","0,126388889",6,,,,APS-C ,23.5 x 15.7,6,,,CCD,,"Auto, 200, 400, 800, 1600, 3200",,0,Yes,8,0,No,RAW,"Normal, Fine, Superfine",Phase DetectMulti-areaSelective single-pointSingleContinuous,No,Yes,5,Pentax KAF,42856,No,42857,210000,No,,No,Optical (pentamirror),"0,95",0.85,30,767011,Yes,Yes,,,,,Yes,Yes (hot-shoe),"Auto, On, Off, Red-eye reduction",42949,Yes (2 or 12 sec),,"±3 (at 1/3 EV, 1/2 EV steps)",,,Stereo,SD/MMC card,None,USB 1.0,No,,,,Yes (Wired optional),No,AA,AA (4) batteries (NiMH recommended),0,565,125 x 93 x 66,No,No,,https://en.wikipedia.org/wiki/Pentax_*ist_DL,
Q4046597,pentax_istds2,Pentax,Pentax *ist DS2,*ist DS2,,2005-08-22T00:00:00Z,2005,Mid-size SLR,,3008 x 2008,"2400 x 1600, 1536 x 1024","0,126388889",6,,,,APS-C ,23.5 x 15.7,6,,,CCD,,"200, 400, 800, 1600, 3200",,0,Yes,7,0,No,RAW,"Normal, Fine, Superfine",Phase DetectMulti-areaSelective single-pointSingleContinuous,No,Yes,11,Pentax KAF,42856,No,42857,210000,No,,No,Optical (pentaprism),"0,95",0.95,30,767011,Yes,Yes,,,,,Yes,Yes (hot-shoe),"Auto, On, Off, Red-eye reduction",42949,Yes (2 or 12 sec),,"±3 (at 1/3 EV, 1/2 EV steps)",,,Stereo,SD/MMC card,None,USB 1.0,No,,,,Yes (IR or Wired),No,AA,AA (4) batteries (NiMH recommended),0,605,125 x 93 x 66,No,No,,https://en.wikipedia.org/wiki/Pentax_*ist_DS,
Q4046615,pentax_km,Pentax,Pentax K2000,K-m,K2000,2008-09-22T00:00:00Z,2008,Compact SLR,,3872 x 2592,"3008 x 2000, 1824 x 1216","0,126388889",10,,,,APS-C ,23.5 x 15.7,11,,,CCD,,"Auto (custom), 100, 200, 400, 800, 1600, 3200",,0,Yes,8,0,Sensor-shift,RAW,"Best, Better, Good",Phase DetectMulti-areaSelective single-pointSingleContinuous,No,Yes,5,Pentax KAF2,42856,Fixed,42918,230000,No,,No,Optical (pentamirror),"0,96",0.85,30,767011,Yes,Yes,,,Yes,No,Yes,"Yes (Hot-shoe, Wireless)","Auto, Flash On, Red-Eye, Wireless Sync",42858,Yes (2 or 12 sec),,"±2 (at 1/3 EV, 1/2 EV steps)","±1.5 (at 1/3 EV, 1/2 EV steps)",,None,SD/SDHC card,None,USB 2.0,No,,,,Yes (Wireless Optional),No,AA,,0,590,123 x 92 x 68,No,No,No,https://en.wikipedia.org/wiki/Pentax_K2000,
Q28530573,pentax_kp,Pentax,Pentax KP,KP,,2017-01-25T00:00:00Z,2017,Mid-size SLR,6016 x 4000,6016 x 4000,"4608 x 3072, 3072 x 2048, 1920 x 1280","0,126388889",24,24.96,19360,32203,APS-C ,23.5 x 15.6,25,15.60,23.50,CMOS,PRIME IV,"Auto, 100-819200",,0,Yes ,9,3,Sensor-shift,RAW,"Best, better, good",Contrast Detect (sensor)Multi-areaCenterSelective single-pointTrackingSingleContinuousTouchFace DetectionLive View,,Yes,27,Pentax KAF2,42856,Tilting,3,921000,No,TFT LCD,Yes,Optical (pentaprism),1,0.95,30,1497496,Yes,Yes,30,1497496,Yes,,Yes,Yes (via hot shoe),"Auto, auto w/redeye reduction, flash on w/redeye reduction, slow sync, trailing curtain sync, manual, wireless",7,Yes (2 or 12 secs),,"±5 (at 1/3 EV, 1/2 EV steps)","±5 (2, 3, 5 frames )",Yes,Stereo,SD/SDHC/SDXC (UHS-I supported),,USB 2.0,No,Yes,1920x1080 (60i/50i/30p/25p/24p),Yes,Yes (via remote cable or smartphone),Yes,Battery Pack,D-LI109 lithium-ion battery & charger,390,703,132 x 101 x 76,Yes,Yes,Optional,https://en.wikipedia.org/wiki/Pentax_KP,
Q4046621,pentax_k110d,Pentax,Pentax K110D,K110D,,2006-05-22T00:00:00Z,2006,Compact SLR,,3008 x 2008,"2400 x 1600, 1536 x 1024","0,126388889",6,,,,APS-C ,23.5 x 15.7,6,,,CCD,,"Auto, 200, 400, 800, 1600, 3200",,0,Yes,8,0,No,RAW,"Normal, Fine, Superfine",Phase DetectMulti-areaSelective single-pointSingleContinuous,No,Yes,11,Pentax KAF,42856,No,42857,210000,No,,No,Optical (pentamirror),"0,96",0.85,30,767011,Yes,Yes,,,,,Yes,Yes (hot-shoe),"Auto, On, Off, Red-eye reduction",42949,Yes (2 or 12 sec),,"±2 (at 1/3 EV, 1/2 EV steps)",,,Stereo,SD/MMC card,None,USB 2.0,No,,,,Yes (Wired optional),No,AA,AA (4) batteries (NiMH recommended),0,585,129 x 93 x 70,No,No,,https://en.wikipedia.org/wiki/Pentax_K110D,https://upload.wikimedia.org/wikipedia/commons/f/f5/PentaxK110Dclose.jpg
Q4048984,samsung_gx1s,Samsung,Samsung GX-1S,GX-1S,,2006-01-16T00:00:00Z,2006,Mid-size SLR,,3008 x 2008,"2400 x 1600, 1536 x 1024","0,126388889",6,,,,APS-C ,23.5 x 15.7,6,,,CCD,,"Auto, 200, 400, 800, 1600, 3200",,0,Yes,7,0,No,RAW,"Normal, Fine, Superfine",Phase DetectMulti-areaSelective single-pointSingleContinuous,No,Yes,11,Pentax KAF,42856,No,42857,210000,No,,No,Optical (pentaprism),"0,95",0.95,30,767011,Yes,Yes,,,,,Yes,Yes (hot-shoe),"Auto, On, Off, Red-eye reduction",42949,Yes (2 or 12 sec),,"±3 (at 1/3 EV, 1/2 EV steps)",,,Stereo,SD/MMC card,None,USB 1.0,No,,,,Yes (InfraRed or Wired optional),No,AA,AA (4) batteries (NiMH recommended),0,605,125 x 93 x 66,No,No,,https://en.wikipedia.org/wiki/Samsung_GX-1S,https://upload.wikimedia.org/wikipedia/commons/d/d7/Samsung_GX-1S.jpg
Q4048987,samsung_gx10,Samsung,Samsung GX-10,GX-10,,2006-09-21T00:00:00Z,2006,Mid-size SLR,,3872 x 2592,"3008 x 2000, 1824 x 1216","0,126388889",10,,,,APS-C ,23.5 x 15.7,11,,,CCD,,"Auto (custom), 100, 200, 400, 800, 1600",,0,Yes,8,0,Sensor-shift,Unknown,"Normal, Fine, Superfine",Phase DetectMulti-areaSelective single-pointSingleContinuous,No,Yes,11,Pentax KAF2,42856,No,42857,210000,No,,No,Optical (pentaprism),"0,95",0.95,30,767011,Yes,Yes,,,,,Yes,Yes (hot-shoe),"Auto, On, Off, Red-eye reduction",3,Yes (2 or 12 sec),,"±3 (at 1/3 EV, 1/2 EV steps)",,,Stereo,SD/MMC/SDHC card,None,USB 2.0,No,,,,Yes (IR optional),Yes,Battery Pack,,0,793,142 x 101 x 70,Yes,No,,https://en.wikipedia.org/wiki/Samsung_GX-10,https://upload.wikimedia.org/wikipedia/commons/0/03/Samsung_GX-10.jpg
Q4048989,samsung_gx20,Samsung,Samsung GX-20,GX-20,,2008-01-24T00:00:00Z,2008,Mid-size SLR,,4688 x 3120,"4672 x 3120, 3872 x 2592, 3008 x 2000, 1824 x 1216",,15,,,,APS-C ,23.4 x 15.6,15,,,CMOS,,"Auto, 100 -3200 in 1/3EV or 1/2EV stops, plus 6400 as option",,6400,Yes,8,0,Unknown,Unknown,,Phase DetectMulti-areaSelective single-pointSingleContinuous,No,Yes,11,Pentax KAF2,42856,No,42918,230000,No,,Yes,Optical (pentaprism),"0,95",0.95,30,767011,Yes,Yes,,,,,Yes,Yes (hot-shoe),"Auto, Red-Eye, Slow, Red-Eye Slow, Rear curtain, wireless",3,Yes (2 or 10 sec),,"±3 (at 1/3 EV, 1/2 EV steps)",,,Stereo,SD/MMC/SDHC card,,USB 2.0,No,,,,Yes,Yes,Battery Pack,,0,800,142 x 101 x 72,Yes,Yes (IR optional),,https://en.wikipedia.org/wiki/Samsung_GX-20,https://upload.wikimedia.org/wikipedia/commons/0/03/Samsung_GX-20.jpg
Q24909883,samsung_nx1,Samsung,Samsung NX 45mm F1.8,NX1,,2014-09-15T00:00:00Z,2014,SLR-style mirrorless,6480 x 4320,6480 x 4320,"6480 x 3648, 4320 x 4320, 4560 x 3040, 4605 x 2592, 3088 x 3088, 3264 x 2176, 3328 x 1872, 2160 x 2160, 2112 x 1408, 2048 x 1152, 1408 x 1408","1:1, 3:2, 16:9",28,30.7,19360,22341,APS-C ,23.5 x 15.7,31,15.70,23.50,BSI-CMOS,DRIMe 5,"Auto, 100 - 25600, expandable to 51200",,51200,Yes,8,0,No,RAW,"Super fine, fine, normal",Contrast Detect (sensor)Phase DetectMulti-areaCenterSelective single-pointTrackingSingleContinuousTouchFace DetectionLive View,,Yes,209,Samsung NX,42856,Tilting,3,1036000,Yes,Super AMOLED,Yes,Electronic,1,42826,30,2227981,Yes,Yes,30,2227981,Yes,Yes,Yes,"Yes (Hot shoe, wireless via built-in flash)",,15,Yes (2 - 30 secs),"Multi, Center-weighted, Spot",±5 (at 1/3 EV steps),±3 (at 1 EV steps),Yes,Stereo,SD/SDHC/SDXC (UHS-I/II),,USB 3.0,Yes,Yes,4096x2160 (24p),Yes,Yes (wired or via smartphone),Yes (water and dust resistant),Battery Pack,BP1900 lithium-ion battery and charger,500,550,139 x 102 x 66,Yes,,No,https://en.wikipedia.org/wiki/Samsung_NX1,
Q4048999,samsung_nx300,Samsung,Samsung NX300,NX300,,2013-01-03T00:00:00Z,2013,Rangefinder-style mirrorless,5472 x 3648,5472 x 3648,"5472 x 3080, 5472 x 3080, 3888 x 2592, 3712 x 2088, 3648 x 3648, 2976 x 1984, 2944 x 1656, 2640 x 2640, 2688 x 1512, 2000 x 2000, 1728 x 1152, 1920 x 1080, 1024 x 1024","1:1, 3:2, 16:9",20,21.6,19360,46113,APS-C ,23.5 x 15.7,22,15.70,23.50,CMOS,DRIMe IV,"Auto, 100, 200, 400, 800, 1600, 3200, 6400, 12800, 25600",,0,Yes,7,0,No,RAW,"Superfine, fine, normal",Contrast Detect (sensor)Phase DetectMulti-areaSelective single-pointSingleContinuousTouchFace DetectionLive View,Yes (2X),Yes,247,Samsung NX,42856,Tilting,42797,768000,Yes,Active Matrix OLED screen,Yes,None,,0,30,1497496,Yes,Yes,30,1497496,Yes,Yes,No,Yes (Hot-shoe),"Auto, On, Off, Red-eye, Fill-in, 1st/2nd Curtain, Smart Flash, Manual",42894,Yes (2 sec to 30 sec),,"±3 (at 1/3 EV, 1/2 EV steps)","±3 (3 frames at 1/3 EV, 2/3 EV, 1 EV steps)",Yes (3 frames in amber-blue or magenta-green direction),Stereo,SD/SDHC/SDXC,,USB 2.0,Yes,Yes,1920x1080 (60p/30p),Yes,Yes (via smarphone),No,Battery Pack,Lithium-Ion BP1130 battery & charger,330,331,122 x 64 x 41,Yes,No,Optional,https://en.wikipedia.org/wiki/Samsung_NX300,https://upload.wikimedia.org/wikipedia/commons/a/a8/NX300_White_1.jpg
Q4049468,sigma_sd1,Sigma,Sigma SD1,SD1,,2010-09-21T00:00:00Z,2010,Mid-size SLR,,4800 x 3200,,,15,,,,APS-C ,24 x 16,46,,,CMOS (Foveon X3),Dual True II,,,0,,0,0,No,RAW,,Phase DetectMulti-areaSingleContinuous,,Yes,0,Sigma SA Bayonet,42856,Fixed,3,460000,No,,,Optical (pentaprism),"0,96",0.95,0,,Yes,Yes,,,Yes,No,,Yes (Hot-shoe),,0,Yes,"Multi, Center-weighted, Average",,,,None,"Compact Flash (Type I, UDMA compatible)",None,USB 2.0,No,,,,,Yes (Weatherproof body),Battery Pack,Lithium-Ion rechargeable battery & charger,0,0,146 x 113 x 80,,,No,https://en.wikipedia.org/wiki/Sigma_SD1,https://upload.wikimedia.org/wikipedia/commons/3/37/Sigma_SD1_01.jpg
Q4049752,sony_dslra290,Sony,Sony Alpha 290,Alpha DSLR-A290,,2010-06-09T00:00:00Z,2010,Compact SLR,,4592 x 3056,"4592 x 2576, 3408 x 2272, 3408 x 1920, 2288 x 1520, 2288 x 1280","0,126575926",14,,,,APS-C ,23.5 x 15.7,15,,,CCD,Bionz,"Auto, 100, 200, 400, 800, 1600, 3200",,0,Yes ,6,1,Sensor-shift,RAW,"Fine, Standard",Phase DetectMulti-areaSelective single-pointSingleContinuousFace DetectionLive View,No,Yes,9,Sony/Minolta Alpha,42856,Fixed,42918,230400,No,,No,Optical (pentamirror),"0,95",0.83,30,767011,Yes,Yes,,,Yes,Yes,Yes,"Yes (Hot-shoe, Wireless)","Auto, On, Off, Red-Eye, Slow Sync, High Speed Sync, Rear Curtain, Fill-in, Wireless",42857,Yes (2 or 10 sec),,±2 (at 1/3 EV steps),,No,None,"Memory Stick Pro Duo/ Pro-HG Duo, SD/SDHC",None,USB 2.0,Yes,,,,Yes (Optional),No,Battery Pack,Lithium-Ion NP-FH50 rechargeable battery & charger,290,549,128 x 97 x 86,Yes,No,No,https://en.wikipedia.org/wiki/Sony_Alpha_290,https://upload.wikimedia.org/wikipedia/commons/8/84/Sony_DSLR-A290.jpg
Q4049753,sony_dslra390,Sony,Sony Alpha 390,Alpha DSLR-A390,,2010-06-09T00:00:00Z,2010,Compact SLR,,4592 x 3056,"4592 x 2576, 3408 x 2272, 3408 x 1920, 2288 x 1520, 2288 x 1280","0,126575926",14,,,,APS-C ,23.5 x 15.7,15,,,CCD,Bionz,"Auto, 100, 200, 400, 800, 1600, 3200",,0,Yes ,6,1,Sensor-shift,RAW,"Fine, Standard",Phase DetectMulti-areaSelective single-pointSingleContinuousFace DetectionLive View,No,Yes,9,Sony/Minolta Alpha,42856,Tilting,42918,230400,No,,Yes,Optical (pentamirror),"0,95",0.74,30,767011,Yes,Yes,,,Yes,Yes,Yes,"Yes (Hot-shoe, Wireless)","Auto, On, Off, Red-Eye, Slow Sync, Rear Curtain, Wireless",42857,Yes (2 or 10 sec),,±2 (at 1/3 EV steps),,No,None,"SD/ SDHC, Memory Stick Pro Duo",None,USB 2.0,Yes,,,,Yes (Optional),No,Battery Pack,Lithium-Ion NP-FH50 rechargeable battery & charger,230,549,128 x 97 x 86,Yes,No,No,https://en.wikipedia.org/wiki/Sony_Alpha_390,https://upload.wikimedia.org/wikipedia/commons/e/e4/Sony_DSLR-A390.jpg
Q4049756,sony_dslra580,Sony,Sony Alpha 580,Alpha DSLR-A580,,2010-08-24T00:00:00Z,2010,Compact SLR,,4912 x 3264,"3568 x 2368, 3568 x 2368, 2448 x 1624, 2448 x 1376","0,126575926",16,,,,APS-C ,23.5 x 15.6,17,,,CMOS,Bionz,"Auto, 100, 200, 400, 800, 1600, 3200, 6400, 12800, (25600 with boost)",,25600,Yes ,6,1,Sensor-shift,RAW,,Contrast Detect (sensor)Phase DetectMulti-areaSelective single-pointSingleContinuousFace DetectionLive View,No,Yes,15,Sony/Minolta Alpha,42856,Tilting,3,921600,No,,Yes,Optical (pentamirror),"0,95",0.8,30,767011,Yes,Yes,,,Yes,Yes,Yes,"Yes (Hot-shoe, Wireless)","Auto, On, Off, Red-Eye, Slow Sync, High Speed Sync, Rear Curtain, Fill-in, Wireless",5,Yes (2 or 10 sec),,±2 (at 1/3 EV steps),,"Yes (3 exposures,  Hi / Lo level selectable)",Stereo,SD/SDHC/SDXC/Memory Stick Pro Duo/ Pro-HG Duo,,USB 2.0,Yes,,,,Yes (Optional),No,Battery Pack,Rechargeable NP-FM500H  battery & charger,1050,599,137 x 104 x 84,Yes,,No,https://en.wikipedia.org/wiki/Sony_Alpha_580,https://upload.wikimedia.org/wikipedia/commons/1/1e/Sony_DSLR-A580.jpg
Q4049774,sony_slta35,Sony,Sony Alpha 35,SLT-A35,,2011-06-08T00:00:00Z,2011,Compact SLR,,4912 x 3264,"4912 x 2760, 3568 x 2368, 3568 x 2000, 2448 x 1624, 2448 x 1376","0,126575926",16,,,,APS-C ,23.5 x 15.6,17,,,CMOS,Bionz,"Auto, 100, 200, 400, 800, 1600, 3200, 6400, 12800, 25600",,25600,Yes ,6,1,Sensor-shift,RAW,,Phase DetectMulti-areaSelective single-pointSingleContinuousFace DetectionLive View,No,Yes,15,Sony/Minolta Alpha,42856,Fixed,3,921000,No,,Yes,Electronic,1,42736,30,767011,Yes,Yes,,,Yes,Yes,Yes,"Yes (Hot-shoe, Wireless)","Auto, On, Off, Red-Eye, Slow Sync, High Speed Sync, Rear Curtain, Fill-in, Wireless",42860,"Yes (2 or 10 sec, 10 sec 3 or 5 images)",,±2 (at 1/3 EV steps),"(3 frames at 1/3 EV, 2/3 EV steps)",No,Stereo,SD/SDHC/SDXC/Memory Stick Pro Duo/ Pro-HG Duo,,USB 2.0,Yes,,,,Yes (Optional),No,Battery Pack,Rechargeable NP-FW50 battery & charger,0,415,124 x 92 x 85,Yes,,No,https://en.wikipedia.org/wiki/Sony_Alpha_350,https://upload.wikimedia.org/wikipedia/commons/a/a3/Sony_SLT-A35_kit.jpg
Q4049776,sony_slta65,Sony,Sony Alpha 65,SLT-A65,,2011-08-24T00:00:00Z,2011,Compact SLR,,6000 x 4000,"6000 x 3376, 4240 x 2832, 4240 x 2400, 3008 x 2000, 3008 x 1688","0,126575926",24,,,,APS-C ,23.5 x 15.6,25,,,CMOS,Bionz,"Auto, 100, 200, 400, 800, 1600, 3200, 6400, 12800, (25600 with boost)",,25600,Yes ,8,1,Sensor-shift,RAW,"Fine, Normal",Phase DetectMulti-areaSelective single-pointSingleContinuousFace DetectionLive View,No,Yes,15,Sony/Minolta Alpha,42856,Fully articulated,3,921000,No,,Yes,Electronic,1,42736,30,767011,Yes,Yes,,,Yes,Yes,Yes,"Yes (Hot-shoe, Wireless)","Auto, On, Off, Red-Eye, Slow Sync, High Speed Sync, Rear Curtain, Fill-in, Wireless",10,Yes (2 or 10 sec),,±3 (at 1/3 EV steps),"(3 frames at 1/3 EV, 1/2 EV, 2/3 EV steps)",No,Stereo,SD/SDHC/SDXC/Memory Stick Pro Duo/ Pro-HG Duo,,USB 2.0,Yes,,,,Yes (Optional),No,Battery Pack,Rechargeable NP-FM500H battery & charger,0,622,132 x 97 x 81,Yes,,Built-in,https://en.wikipedia.org/wiki/Sony_Alpha_65,https://upload.wikimedia.org/wikipedia/commons/4/4a/Sony_SLT-A65_in_a_show-case.jpg
sony_slta68,sony_slta68,Sony,Sony SLT-A68,SLT-A68,,2015-11-05T00:00:00Z,2015,Mid-size SLR,,6000 x 4000,"3:2 (4240 x 2832, 3008 x 2000), 16:9 (6000 x 3376, 4240 x 2400, 3008 x 1688)","0,126575926",24,,,,APS-C ,23.5 x 15.6,25,,,CMOS,Bionz X,"Auto, 100-25600",,0,Yes ,9,3,Sensor-shift,RAW,"Super fine, fine, normal",Contrast Detect (sensor)Phase DetectMulti-areaCenterSelective single-pointTrackingSingleContinuousFace DetectionLive View,Yes (1.4x - 8x),Yes,79,Sony/Minolta Alpha,42856,Tilting,42918,460800,No,TFT LCD,Yes,Electronic,1,0.88,30,767011,Yes,Yes,,,Yes,Yes,Yes,Yes (via hot shoe),"Flash off, Auto, Fill-flash, Slow sync, Red-eye reduction, Rear sync, Wireless, High Speed sync",8,Yes (Yes (2 or 12 sec)),,"±5 (at 1/3 EV, 1/2 EV steps)","±3 (3, 5 frames at 1/3 EV, 1/2 EV, 2/3 EV, 1 EV, 2 EV steps)","Yes (3 shots, low/high selectable)",Stereo,"SD/ SDHC/SDXC, Memory Stick Pro Duo",,USB 2.0,Yes,,,,Yes (wired or smartphone),No,Battery Pack,NP-FM500H lithium-ion battery and charger,0,610,143 x 104 x 81,Yes,,No,https://en.wikipedia.org/wiki/Sony_SLT-A65,
Q4049777,sony_alphaslt-a37,Sony,Sony Alpha 37,Alpha SLT-A37,,,2012,,4912 x 3264,,,,43024,16.7,19360,28216,,23.5 x 15.6 mm,,15.60,23.50,CMOS,,"Auto, 100, 200, 400, 800, 1600, 3200, 6400, 12800, 25600",,,,6,,,,,,,Yes,,,,,42888,"230,4",,,,Electronic,,,,,Yes,Yes,30,767011,,,Yes,Yes,,,,,3 EV (in 1/3 EV steps),,,,SD/SDHC/SDXC/Memory Stick Pro Duo/ Pro-HG Duo,,USB 2.0 ,,,,,,,Rechargeable NP-FW50 battery,,,506,124 x 92 x 85,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f8/SLT-A37.jpg
Q4049777,sony_slta37,Sony,Sony Alpha 37,SLT-A37,,2012-05-17T00:00:00Z,2012,Compact SLR,,4912 x 3264,"4912 x 2760, 3568 x 2368, 3568 x 2000, 2448 x 1624, 2448 x 1376","0,126575926",16,,,,APS-C ,23.5 x 15.6,17,,,CMOS,,"Auto, 100, 200, 400, 800, 1600, 3200, 6400, 12800, 25600",,25600,Yes ,6,1,Sensor-shift,RAW,"Fine, Normal",Phase DetectMulti-areaSelective single-pointSingleContinuousFace DetectionLive View,Yes (2x Clear Image Zoom),Yes,15,Sony/Minolta Alpha,42856,Tilting,42888,230400,No,,Yes,Electronic,1,42979,30,767011,Yes,Yes,,,Yes,Yes,Yes,"Yes (Hot-shoe, Wireless)","Auto, On, Off, Red-Eye, Slow Sync, High Speed Sync, Rear Curtain, Fill-in, Wireless",42860,"Yes (2 or 10 sec, 10 sec 3 or 5 images)",,±3 (at 1/3 EV steps),"(3 frames at 1/3 EV, 2/3 EV steps)","Yes (3 frames, H/L selectable)",Stereo,SD/SDHC/SDXC/Memory Stick Pro Duo/ Pro-HG Duo,,USB 2.0,Yes,,,,Yes (Optional),No,Battery Pack,Rechargeable NP-FW50 battery & charger,500,506,124 x 92 x 85,Yes,,No,https://en.wikipedia.org/wiki/Sony_Alpha_37,https://upload.wikimedia.org/wikipedia/commons/f/f8/SLT-A37.jpg
Q430861,nikon_d700,Nikon,Nikon D700,D700,,2008-07-01T00:00:00Z,2008,Mid-size SLR,,4256 x 2832,"3184 x 2120, 2128 x 1416","0,126388889",12,,,,Full frame ,36 x 24,13,,,CMOS,Expeed,"200 - 6400 in 1, 1/2 or 1/3 EV steps (100 - 25600 with boost)",100,25600,Yes ,12,5,No,RAW,"Fine, Normal, Basic",Phase DetectMulti-areaSelective single-pointSingleContinuousLive View,No,Yes,51,Nikon F,1,No,3,922000,No,TFT Color LCD with wide-viewing angle,Yes,Optical (pentaprism),"0,95",0.72,30,2227981,Yes,Yes,,,Yes,No,Yes,"Yes (Hot-shoe, Wireless plus sync connector)","Auto, On, Off, Red-eye, Slow sync, Rear curtain",8,Yes (2 to 20 sec),"Multi, Center-weighted, Average, Spot","±5 (at 1/3 EV, 1/2 EV steps)","(2, 3, 5, 7 frames at 1/3 EV, 1/2 EV, 2/3 EV, 1 EV steps)",Yes,None,Compact Flash (Type I),None,USB 2.0,Yes,,,,Yes,Yes (Water and dust resistant),Battery Pack,Lithium-Ion EN-EL3e rechargeable battery & charger,1000,1074,147 x 123 x 77,Yes,Yes,Optional,https://en.wikipedia.org/wiki/Nikon_D700,https://upload.wikimedia.org/wikipedia/commons/f/fe/Nikon_D700_Body.jpg
Q4353720,panasonic_dmcgh1,Panasonic,Panasonic Lumix DMC-GH1,Lumix DMC-GH1,,2009-03-03T00:00:00Z,2009,SLR-style mirrorless,,4000 x 3000,"4000 x 3000, 4128 x 2752, 4352 x 2448, 3072 x 1728, 2992 x 2992, 2928 x 1952, 2816 x 2112, 2112 x 2112, 2064 x 1376, 2048 x 1536, 1920 x 1080, 1504 x 1504","1:1, 4:3, 3:2, 16:9",12,,,,Four Thirds ,18.89 x 14.48,14,,,CMOS,Venus Engine HD,"Auto, 100, 200, 400, 800, 1600, (3200 with boost)",,3200,Yes,6,0,Optical,RAW,"Fine, Standard",Contrast Detect (sensor)Multi-areaSelective single-pointSingleContinuousLive View,Yes (4x),Yes,0,Micro Four Thirds,0,Fully articulated,3,460000,No,,Yes,Electronic,1,0.7,60,767011,Yes,Yes,,,Yes,Yes,Yes,Yes (Hot-shoe),"Auto, On, Off, Red-Eye, Slow Sync",3,Yes (2 or 10 sec),,±3 (at 1/3 EV steps),,,Stereo,SD/SDHC,None,USB 2.0,Yes,,,,Yes,No,Battery Pack,Lithium-Ion rechargeable battery & charger,0,385,124 x 90 x 45,No,No,No,https://en.wikipedia.org/wiki/Panasonic_Lumix_DMC-GH1,https://upload.wikimedia.org/wikipedia/commons/a/a8/Panasonic_GH1.jpg
